name,kind,outcome,message,package,compile_cost,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,index_reduced,n_blocks,n_coupled,largest_coupled,n_connect_eq,n_flow_eq,n_event_conditions,n_discrete_updates,has_arrays,max_depth,n_functions
Modelica.Electrical.QuasiStatic.Polyphase.Blocks.SingleToPolyphase,Component,success,,Electrical,fast,3,0,2,0,3,singular,singular,,,,0,0,0,0,false,1,6
Modelica.Electrical.QuasiStatic.Polyphase.Blocks.SymmetricalComponents,Component,success,,Electrical,fast,24,0,6,0,21,ok,,24,0,0,0,0,0,0,true,1,13
Modelica.Electrical.QuasiStatic.Polyphase.Blocks.ToSpacePhasor,Component,success,,Electrical,fast,3,0,2,0,2,singular,singular,,,,0,0,0,0,false,1,1
Modelica.Electrical.QuasiStatic.Polyphase.Examples.BalancingDelta,Examples,success,,Electrical,fast,945,12,1019,0,127,singular,skipped:too-large,,,,428,202,1,0,true,6,13
Modelica.Electrical.QuasiStatic.Polyphase.Examples.BalancingStar,Examples,success,,Electrical,fast,1049,10,1145,0,148,singular,skipped:too-large,,,,492,230,1,0,true,6,13
Modelica.Electrical.QuasiStatic.Polyphase.Examples.TestSensors,Examples,success,,Electrical,fast,2120,18,2298,0,289,singular,skipped:too-large,,,,993,474,3,0,true,6,16
Modelica.Electrical.QuasiStatic.Polyphase.Examples.UnsymmetricalLoad,Examples,success,,Electrical,fast,1484,22,1594,0,236,singular,skipped:too-large,,,,640,308,6,0,true,6,17
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.IdealClosingSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.IdealCommutingSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(idealCommutingSwitch[1].p.reference, idealCommutingSwitch[1].n1.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; e",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.IdealIntermediateSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(idealIntermediateSwitch[1].p1.reference, idealIntermediateSwitch[1].n1.reference) is used but no Connections.root() or Connections.potentialRoot() is decl",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.IdealOpeningSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.Idle,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Ideal.Short,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.AbsoluteSensor,Interfaces,success,,Electrical,fast,1,1,13,0,2,singular,singular,,,,0,0,0,0,true,3,0
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.OnePort,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(plug_p.reference, plug_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.ReferenceSource,Interfaces,success,,Electrical,fast,24,1,49,0,3,singular,singular,,,,0,0,0,0,true,3,8
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.RelativeSensorElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.Source,Interfaces,success,,Electrical,fast,25,1,50,0,3,singular,singular,,,,0,0,0,0,true,3,8
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.TwoPlug,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Interfaces.TwoPlugElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.AronSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.CurrentQuasiRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.CurrentSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.FrequencySensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPin_p.plug_p.reference, plugToPin_p.pin_p.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph ne",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.MultiSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pc.reference, nc.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.PotentialSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.PowerSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPinsCurrentP.plugToPin_p[1].plug_p.reference, plugToPinsCurrentP.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.po",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.ReactivePowerSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.ReferenceSensor,Component,failed:ToDae,"unbalanced model: 9 equations, 15 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.VoltageQuasiRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sensors.VoltageSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(plugToPins_p.plugToPin_p[1].plug_p.reference, plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.potentialRoot(",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.CurrentSource,Component,failed:ToDae,"unbalanced model: 61 equations, 67 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.FrequencySweepCurrentSource,Component,failed:ToDae,"unbalanced model: 307 equations, 313 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.FrequencySweepVoltageSource,Component,failed:ToDae,"unbalanced model: 307 equations, 313 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.ReferenceCurrentSource,Component,failed:ToDae,"unbalanced model: 60 equations, 66 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.ReferenceVoltageSource,Component,failed:ToDae,"unbalanced model: 60 equations, 66 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.VariableCurrentSource,Component,failed:ToDae,"unbalanced model: 61 equations, 67 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.VariableVoltageSource,Component,failed:ToDae,"unbalanced model: 61 equations, 67 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.Polyphase.Sources.VoltageSource,Component,failed:ToDae,"unbalanced model: 61 equations, 67 unknowns (balance = -6)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Admittance,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Capacitor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Conductor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Ground,Component,success,,Electrical,fast,3,0,5,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Impedance,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Inductor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Resistor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.Transformer,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p1.reference, pin_n1.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableAdmittance,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableCapacitor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableConductor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableImpedance,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableInductor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Basic.VariableResistor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.MultipleResonance,Examples,success,,Electrical,fast,173,7,187,1,39,singular,singular,,,,33,16,9,0,false,3,9
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.ParallelResonance,Examples,success,,Electrical,fast,119,5,118,1,15,singular,singular,,,,34,4,7,0,false,3,8
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.Rectifier,Examples,success,,Electrical,fast,233,6,206,8,118,singular,singular,,,,57,22,45,10,false,3,10
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.SeriesBode,Examples,success,,Electrical,fast,133,5,124,1,22,singular,singular,,,,42,8,11,0,false,3,9
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.SeriesResonance,Examples,success,,Electrical,fast,116,5,118,1,15,singular,singular,,,,25,10,7,0,false,3,8
Modelica.Electrical.QuasiStatic.SinglePhase.Examples.Transformer,Examples,success,,Electrical,fast,217,6,216,1,22,singular,singular,,,,56,18,8,0,false,3,8
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealClosingSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealCommutingSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(p.reference, n1.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealIntermediateSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(p1.reference, n1.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealOpeningSwitch,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.IdealTransformer,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p1.reference, pin_n1.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.Idle,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Ideal.Short,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.AbsoluteSensor,Interfaces,success,,Electrical,fast,3,1,5,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.OnePort,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.RelativeSensorElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.Source,Interfaces,success,,Electrical,fast,14,1,23,0,0,singular,singular,,,,0,0,0,0,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPin,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Interfaces.TwoPinElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.CurrentSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.FrequencySensor,Component,success,,Electrical,fast,4,1,5,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.MultiSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pc.reference, nc.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PotentialSensor,Component,success,,Electrical,fast,6,1,7,0,0,singular,singular,,,,0,0,0,0,false,2,5
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.PowerSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(currentP.reference, currentN.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.ReferenceSensor,Component,success,,Electrical,fast,4,1,5,0,0,singular,singular,,,,0,0,0,0,false,2,1
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageRMSSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sensors.VoltageSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_p.reference, pin_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.CurrentSource,Component,success,,Electrical,fast,17,1,23,0,3,singular,singular,,,,0,0,0,0,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepCurrentSource,Component,success,,Electrical,fast,45,2,50,1,13,singular,singular,,,,9,4,6,0,false,3,11
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.FrequencySweepVoltageSource,Component,success,,Electrical,fast,45,2,50,1,13,singular,singular,,,,9,4,6,0,false,3,11
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableCurrentSource,Component,success,,Electrical,fast,16,1,23,0,0,singular,singular,,,,0,0,0,0,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VariableVoltageSource,Component,success,,Electrical,fast,16,1,23,0,0,singular,singular,,,,0,0,0,0,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Sources.VoltageSource,Component,success,,Electrical,fast,17,1,23,0,3,singular,singular,,,,0,0,0,0,false,2,8
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.GraetzRectifier,Component,success,,Electrical,fast,50,0,50,5,21,ok,,36,2,8,8,8,16,4,false,2,0
Modelica.Electrical.QuasiStatic.SinglePhase.Utilities.IdealACDCConverter,Component,failed:Flatten,"unsupported equation form: Connections.branch(pin_pQS.reference, pin_nQS.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.QuasiStatic.UsersGuide.Contact,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Glossar,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ACCircuit,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Introduction,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.Power,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.Overview.ReferenceSystem,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.References,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.QuasiStatic.UsersGuide.ReleaseNotes,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.Additionals.E_VCV_POLY,Component,success,,Electrical,fast,9,0,9,0,2,singular,singular,,,,0,4,0,0,true,1,1
Modelica.Electrical.Spice3.Additionals.F_CCC_POLY,Component,success,,Electrical,fast,9,0,9,0,2,singular,singular,,,,0,4,0,0,true,1,1
Modelica.Electrical.Spice3.Additionals.G_VCC_POLY,Component,success,,Electrical,fast,9,0,9,0,2,singular,singular,,,,0,4,0,0,true,1,1
Modelica.Electrical.Spice3.Additionals.H_CCV_POLY,Component,success,,Electrical,fast,9,0,9,0,2,singular,singular,,,,0,4,0,0,true,1,1
Modelica.Electrical.Spice3.Basic.C_Capacitor,Component,success,,Electrical,fast,7,1,6,0,3,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.E_VCV,Component,success,,Electrical,fast,12,0,12,0,1,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.F_CCC,Component,success,,Electrical,fast,12,0,12,0,1,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.G_VCC,Component,success,,Electrical,fast,12,0,12,0,1,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.Ground,Component,success,,Electrical,fast,2,0,2,0,0,ok,,2,0,0,0,1,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.H_CCV,Component,success,,Electrical,fast,12,0,12,0,1,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.K_CoupledInductors,Component,success,,Electrical,fast,5,0,5,0,1,ok,,5,0,0,0,2,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.L_Inductor,Component,success,,Electrical,fast,10,1,8,0,3,singular,singular,,,,0,3,0,0,false,1,0
Modelica.Electrical.Spice3.Basic.R_Resistor,Component,success,,Electrical,fast,6,0,6,0,1,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Spice3.Examples.CascodeCircuit,Examples,success,,Electrical,fast,68,4,64,1,283,ok,,57,2,7,9,6,3,0,false,2,23
Modelica.Electrical.Spice3.Examples.CoupledInductors,Examples,success,,Electrical,fast,103,5,95,1,29,ok,,90,1,14,28,10,3,0,false,2,2
Modelica.Electrical.Spice3.Examples.FourInverters,Examples,success,,Electrical,very_slow,282,36,246,7,1999,singular,singular,,,,38,7,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.Graetz,Examples,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from rout (statement=algorithm assignment target `rout.vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), lengt",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Examples.Inverter,Examples,success,,Electrical,fast,74,8,66,7,505,singular,singular,,,,9,4,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersApartRecord,Examples,success,,Electrical,slow,148,18,130,7,1045,singular,singular,,,,20,5,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel,Examples,success,,Electrical,slow,148,18,130,7,1105,singular,singular,,,,20,5,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MNmos,Examples,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,Electrical,fast,,,,,,,,,,,,,,,false,0,
