name,kind,outcome,message,package,compile_cost,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,index_reduced,n_blocks,n_coupled,largest_coupled,n_connect_eq,n_flow_eq,n_event_conditions,n_discrete_updates,has_arrays,max_depth,n_functions
Modelica.Blocks.Math.Power,Component,success,,Blocks,fast,1,0,0,0,2,ok,,1,0,0,0,0,0,0,false,0,2
Modelica.Blocks.Math.Product,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Math.Pythagoras,Component,success,,Blocks,fast,2,0,1,1,1,ok,,2,0,0,0,0,0,1,false,0,0
Modelica.Blocks.Math.RealFFT,Component,failed:Typecheck,unevaluable array dimensions for 'abs': dimension expression could not be evaluated: [Expression(nf)]; unevaluable array dimensions for 'arg': dimension expression could not be evaluated: [Expression(,Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Math.RealToBoolean,Component,success,,Blocks,fast,0,0,0,2,2,error:empty system: no equations or unknowns,,,,,0,0,2,1,false,1,0
Modelica.Blocks.Math.RealToInteger,Component,success,,Blocks,fast,0,0,0,2,1,error:empty system: no equations or unknowns,,,,,0,0,2,1,false,1,0
Modelica.Blocks.Math.RectangularToPolar,Component,success,,Blocks,fast,2,0,0,0,0,ok,,2,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.RectifiedMean,Component,success,,Blocks,fast,6,1,2,2,14,ok,,6,0,0,3,0,4,2,false,2,0
Modelica.Blocks.Math.RootMeanSquare,Component,success,,Blocks,fast,9,1,3,2,15,ok,,9,0,0,5,0,4,2,false,2,0
Modelica.Blocks.Math.Sign,Component,success,,Blocks,fast,1,0,0,1,2,ok,,1,0,0,0,0,4,0,false,1,0
Modelica.Blocks.Math.SignalExtrema,Component,success,,Blocks,fast,0,0,0,5,9,error:empty system: no equations or unknowns,,,,,0,0,6,4,false,1,0
Modelica.Blocks.Math.Sin,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.Sinh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.Sqrt,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Math.StandardDeviation,Component,success,,Blocks,fast,7,2,2,0,3,ok,,7,0,0,3,0,0,0,false,1,0
Modelica.Blocks.Math.Sum,Component,success,,Blocks,fast,1,0,0,0,2,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Math.Tan,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.Tanh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.TotalHarmonicDistortion,Component,success,,Blocks,fast,48,3,22,12,65,ok,,48,0,0,27,0,27,14,false,3,3
Modelica.Blocks.Math.UnitConversions.From_bar,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_day,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_deg,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_degC,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_degF,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_degRk,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_gps,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_hour,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_kWh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_kmh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_litre,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_minute,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.From_rpm,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_bar,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_day,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_deg,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_degC,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_degF,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_degRk,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_gps,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_hour,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_kWh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_kmh,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_litre,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_minute,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_rpm,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.Math.Variance,Component,success,,Blocks,fast,3,2,0,0,2,ok,,3,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Math.WrapAngle,Component,success,,Blocks,fast,1,0,0,0,1,ok,,1,0,0,0,0,0,0,false,0,1
Modelica.Blocks.MathBoolean.And,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,1
Modelica.Blocks.MathBoolean.ChangingEdge,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Blocks.MathBoolean.FallingEdge,Component,success,,Blocks,fast,0,0,0,2,2,error:empty system: no equations or unknowns,,,,,0,0,0,2,false,1,0
Modelica.Blocks.MathBoolean.MultiSwitch,Component,success,,Blocks,fast,0,0,0,3,7,error:empty system: no equations or unknowns,,,,,0,0,2,2,false,1,1
Modelica.Blocks.MathBoolean.Nand,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,1
Modelica.Blocks.MathBoolean.Nor,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,1
Modelica.Blocks.MathBoolean.Not,Component,success,,Blocks,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.MathBoolean.OnDelay,Component,success,,Blocks,fast,0,0,0,4,5,error:empty system: no equations or unknowns,,,,,0,0,4,3,false,1,0
Modelica.Blocks.MathBoolean.Or,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,1
Modelica.Blocks.MathBoolean.RisingEdge,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Blocks.MathBoolean.Xor,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,2
Modelica.Blocks.MathInteger.MultiSwitch,Component,success,,Blocks,fast,0,0,0,3,7,error:empty system: no equations or unknowns,,,,,0,0,2,2,false,1,1
Modelica.Blocks.MathInteger.Product,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.MathInteger.Sum,Component,success,,Blocks,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.MathInteger.TriggeredAdd,Component,success,,Blocks,fast,0,0,0,4,7,error:empty system: no equations or unknowns,,,,,0,0,2,3,false,1,0
Modelica.Blocks.Noise.BandLimitedWhiteNoise,Component,success,,Blocks,fast,1,0,0,4,25,ok,,1,0,0,0,0,3,3,false,1,15
Modelica.Blocks.Noise.GlobalSeed,Component,success,,Blocks,fast,0,0,0,0,5,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,6
Modelica.Blocks.Noise.NormalNoise,Component,success,,Blocks,fast,1,0,0,4,24,ok,,1,0,0,0,0,3,3,false,1,15
Modelica.Blocks.Noise.TruncatedNormalNoise,Component,success,,Blocks,fast,1,0,0,4,26,ok,,1,0,0,0,0,3,3,false,1,20
Modelica.Blocks.Noise.UniformNoise,Component,success,,Blocks,fast,1,0,0,4,24,ok,,1,0,0,0,0,3,3,false,1,11
Modelica.Blocks.Nonlinear.DeadZone,Component,success,,Blocks,fast,1,0,0,1,3,ok,,1,0,0,0,0,4,0,false,1,0
Modelica.Blocks.Nonlinear.FixedDelay,Component,success,,Blocks,fast,1,0,0,0,1,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Nonlinear.Limiter,Component,success,,Blocks,fast,2,0,1,1,5,ok,,2,0,0,0,0,4,0,false,1,0
Modelica.Blocks.Nonlinear.PadeDelay,Component,success,,Blocks,fast,2,1,0,0,9,ok,,2,0,0,0,0,0,0,false,0,2
Modelica.Blocks.Nonlinear.SlewRateLimiter,Component,success,,Blocks,fast,2,1,1,1,7,ok,,2,0,0,0,0,4,0,false,1,0
Modelica.Blocks.Nonlinear.VariableDelay,Component,success,,Blocks,fast,1,0,0,0,1,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Nonlinear.VariableLimiter,Component,success,,Blocks,fast,2,0,1,1,4,ok,,2,0,0,0,0,5,0,false,1,0
Modelica.Blocks.Routing.BooleanPassThrough,Component,success,,Blocks,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Routing.BooleanReplicator,Component,success,,Blocks,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Routing.DeMultiplex,Component,success,,Blocks,fast,0,0,0,0,1,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Blocks.Routing.DeMultiplex2,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[2, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex3,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[3, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex4,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[4, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex5,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[5, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex6,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[6, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.ExtractSignal,Component,success,,Blocks,fast,1,0,0,0,3,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Routing.Extractor,Component,success,,Blocks,fast,1,0,0,2,6,ok,,1,0,0,0,0,7,1,false,1,0
Modelica.Blocks.Routing.IntegerPassThrough,Component,success,,Blocks,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Routing.IntegerReplicator,Component,success,,Blocks,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Routing.Multiplex,Component,success,,Blocks,fast,0,0,0,0,1,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Blocks.Routing.Multiplex2,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[2, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex3,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[3, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex4,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[4, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex5,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[5, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex6,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[6, 1]`",Blocks,fast,,,,,,,,,,,,,,,false,0,
Modelica.Blocks.Routing.RealPassThrough,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Routing.Replicator,Component,success,,Blocks,fast,1,0,0,0,1,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Sources.BooleanConstant,Component,success,,Blocks,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Sources.BooleanExpression,Component,success,,Blocks,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Sources.BooleanPulse,Component,success,,Blocks,fast,0,0,0,3,8,error:empty system: no equations or unknowns,,,,,0,0,6,2,false,1,0
Modelica.Blocks.Sources.BooleanStep,Component,success,,Blocks,fast,0,0,0,2,3,error:empty system: no equations or unknowns,,,,,0,0,1,1,false,1,0
Modelica.Blocks.Sources.BooleanTable,Component,success,,Blocks,fast,3,0,2,5,34,ok,,3,0,0,1,0,9,4,false,2,9
Modelica.Blocks.Sources.CombiTimeTable,Component,success,,Blocks,fast,2,0,1,3,27,ok,,2,0,0,0,0,7,2,false,1,8
Modelica.Blocks.Sources.Constant,Component,success,,Blocks,fast,1,0,0,0,1,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Sources.ContinuousClock,Component,success,,Blocks,fast,1,0,0,1,3,ok,,1,0,0,0,0,3,0,false,1,0
Modelica.Blocks.Sources.Cosine,Component,success,,Blocks,fast,1,0,0,1,7,ok,,1,0,0,0,0,3,0,false,1,1
Modelica.Blocks.Sources.CosineVariableFrequencyAndAmplitude,Component,success,,Blocks,fast,4,1,2,0,5,ok,,4,0,0,2,0,0,0,false,0,0
Modelica.Blocks.Sources.ExpSine,Component,success,,Blocks,fast,1,0,0,1,7,ok,,1,0,0,0,0,3,0,false,1,2
Modelica.Blocks.Sources.Exponentials,Component,success,,Blocks,fast,2,0,1,1,7,ok,,2,0,0,0,0,6,0,false,1,1
Modelica.Blocks.Sources.IntegerConstant,Component,success,,Blocks,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Sources.IntegerExpression,Component,success,,Blocks,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Blocks.Sources.IntegerStep,Component,success,,Blocks,fast,0,0,0,2,4,error:empty system: no equations or unknowns,,,,,0,0,1,1,false,1,0
Modelica.Blocks.Sources.IntegerTable,Component,success,,Blocks,fast,3,0,2,5,32,ok,,3,0,0,1,0,10,4,false,2,9
Modelica.Blocks.Sources.KinematicPTP,Component,success,,Blocks,fast,10,0,9,2,9,ok,,10,0,0,0,0,17,1,false,1,0
Modelica.Blocks.Sources.KinematicPTP2,Component,success,,Blocks,fast,23,2,17,4,14,singular,singular,,,,0,0,23,3,false,1,0
Modelica.Blocks.Sources.LogFrequencySweep,Component,success,,Blocks,fast,1,0,0,1,5,ok,,1,0,0,0,0,6,0,false,1,0
Modelica.Blocks.Sources.Pulse,Component,success,,Blocks,fast,2,0,1,3,11,ok,,2,0,0,0,0,10,2,false,1,0
Modelica.Blocks.Sources.RadioButtonSource,Component,success,,Blocks,fast,3,0,2,8,41,ok,,3,0,0,1,0,11,7,false,3,9
Modelica.Blocks.Sources.Ramp,Component,success,,Blocks,fast,1,0,0,1,5,ok,,1,0,0,0,0,6,0,false,1,0
Modelica.Blocks.Sources.RealExpression,Component,success,,Blocks,fast,1,0,0,0,0,ok,,1,0,0,0,0,0,0,false,0,0
Modelica.Blocks.Sources.SampleTrigger,Component,success,,Blocks,fast,0,0,0,1,3,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Blocks.Sources.SawTooth,Component,success,,Blocks,fast,1,0,0,3,10,ok,,1,0,0,0,0,8,2,false,1,0
Modelica.Blocks.Sources.Sinc,Component,success,,Blocks,fast,2,0,1,1,6,ok,,2,0,0,0,0,3,0,false,1,0
Modelica.Blocks.Sources.Sine,Component,success,,Blocks,fast,1,0,0,1,7,ok,,1,0,0,0,0,3,0,false,1,1
Modelica.Blocks.Sources.SineVariableFrequencyAndAmplitude,Component,success,,Blocks,fast,4,1,2,0,5,ok,,4,0,0,2,0,0,0,false,0,0
Modelica.Blocks.Sources.Step,Component,success,,Blocks,fast,1,0,0,1,4,ok,,1,0,0,0,0,3,0,false,1,0
Modelica.Blocks.Sources.TimeTable,Component,success,,Blocks,fast,2,0,1,6,11,ok,,2,0,0,0,0,4,5,false,1,1
Modelica.Blocks.Sources.Trapezoid,Component,success,,Blocks,fast,1,0,0,3,16,ok,,1,0,0,0,0,14,2,false,1,0
Modelica.Blocks.Tables.CombiTable1Ds,Component,success,,Blocks,fast,1,0,0,0,16,ok,,1,0,0,0,0,2,0,false,0,7
Modelica.Blocks.Tables.CombiTable1Dv,Component,success,,Blocks,fast,1,0,0,0,16,ok,,1,0,0,0,0,2,0,false,0,7
Modelica.Blocks.Tables.CombiTable2Ds,Component,success,,Blocks,fast,1,0,0,0,14,ok,,1,0,0,0,0,2,0,false,0,7
Modelica.Blocks.Tables.CombiTable2Dv,Component,success,,Blocks,fast,1,0,0,0,15,ok,,1,0,0,0,0,2,0,false,0,7
Modelica.Blocks.Tables.Internal.CombiTable2DBase,Internal,success,,Blocks,fast,0,0,0,0,14,error:empty system: no equations or unknowns,,,,,0,0,2,0,false,0,6
Modelica.Blocks.Types.ExternalCombiTable1D,Types,success,,Blocks,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Blocks.Types.ExternalCombiTable2D,Types,success,,Blocks,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Blocks.Types.ExternalCombiTimeTable,Types,success,,Blocks,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialClockedSISO,Interfaces,success,,Clocked,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialClockedSO,Interfaces,success,,Clocked,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialSISOSampler,Interfaces,success,,Clocked,fast,0,0,0,1,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.SamplerIcon,Interfaces,success,,Clocked,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Clocked.BooleanSignals.NonPeriodic.BooleanChange,Component,success,,Clocked,fast,0,0,0,2,2,error:empty system: no equations or unknowns,,,,,0,0,2,1,false,1,0
Modelica.Clocked.BooleanSignals.NonPeriodic.ClockToBoolean,Component,success,,Clocked,fast,1,0,1,9,4,ok,,1,0,0,1,0,0,9,false,2,0
Modelica.Clocked.BooleanSignals.NonPeriodic.FractionalDelay,Component,success,,Clocked,fast,0,0,0,4,6,error:empty system: no equations or unknowns,,,,,0,0,2,3,false,1,0
Modelica.Clocked.BooleanSignals.NonPeriodic.UnitDelay,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.AssignClock,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.AssignClockVectorized,Component,success,,Clocked,fast,0,0,0,1,3,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.BackSample,Component,success,,Clocked,fast,0,0,0,1,3,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Hold,Component,success,,Clocked,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Sample,Component,success,,Clocked,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.SampleClocked,Component,success,,Clocked,fast,0,0,0,1,1,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.SampleVectorizedAndClocked,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.ShiftSample,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.SubSample,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.SuperSample,Component,success,,Clocked,fast,0,0,0,1,2,error:empty system: no equations or unknowns,,,,,0,0,0,1,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.AssignClockToSquareWaveHold,Component,success,,Clocked,fast,0,0,0,3,3,error:empty system: no equations or unknowns,,,,,0,0,2,2,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.AssignClockToTriggerHold,Component,success,,Clocked,fast,0,0,0,4,4,error:empty system: no equations or unknowns,,,,,0,0,0,4,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.UpSample,Component,success,,Clocked,fast,0,0,0,6,8,error:empty system: no equations or unknowns,,,,,0,0,2,5,false,1,0
Modelica.Clocked.BooleanSignals.TickBasedSources.Pulse,Component,success,,Clocked,fast,0,0,0,4,6,error:empty system: no equations or unknowns,,,,,0,0,10,3,false,1,0
Modelica.Clocked.BooleanSignals.TickBasedSources.Step,Component,success,,Clocked,fast,0,0,0,3,4,error:empty system: no equations or unknowns,,,,,0,0,4,2,false,1,0
Modelica.Clocked.BooleanSignals.TimeBasedSources.Pulse,Component,success,,Clocked,fast,0,0,0,5,6,error:empty system: no equations or unknowns,,,,,0,0,6,4,false,1,0
Modelica.Clocked.BooleanSignals.TimeBasedSources.Step,Component,success,,Clocked,fast,0,0,0,3,3,error:empty system: no equations or unknowns,,,,,0,0,2,2,false,1,0
Modelica.Clocked.ClockSignals.Clocks.EventClock,Component,failed:ToDae,"unresolved clock schedule: 1/1 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",Clocked,fast,,,,,,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.Logical.ConjunctiveClock,Component,success,,Clocked,fast,4,0,4,77,28,ok,,4,0,0,4,0,4,77,true,3,1
Modelica.Clocked.ClockSignals.Clocks.Logical.DisjunctiveClock,Component,success,,Clocked,fast,4,0,4,77,28,ok,,4,0,0,4,0,4,77,true,3,1
Modelica.Clocked.ClockSignals.Clocks.Logical.PartialLogicalClock,Component,failed:Typecheck,unknown modifier `__constrainedby__.nu` for component `combinator` of type `Modelica.Blocks.Interfaces.PartialBooleanMISO`,Clocked,fast,,,,,,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.PeriodicExactClock,Component,failed:ToDae,"unresolved clock schedule: 2/3 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",Clocked,fast,,,,,,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.PeriodicRealClock,Component,failed:ToDae,"unresolved clock schedule: 1/1 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",Clocked,fast,,,,,,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.Rotational.FixedRotationalClock,Component,success,,Clocked,fast,15,0,10,21,18,ok,,15,0,0,10,0,14,20,false,3,0
