name,kind,outcome,message,secs,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,n_blocks,n_coupled,largest_coupled,has_arrays,max_depth,n_functions
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_MTPA,Examples,success,,3.475,2248,37,2335,0,482,singular,,,,true,8,25
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_Mains,Examples,success,,6.129,2998,54,3022,1,793,singular,,,,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMPM_OpenCircuit,Examples,success,,3.553,1797,44,1780,0,515,singular,,,,true,8,26
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.BasicMachines.SynchronousMachines.SMR_CurrentSource,Examples,success,,4.923,2976,56,2978,1,695,singular,,,,true,8,27
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.Components.EddyCurrentLosses,Examples,success,,3.311,2088,21,2316,0,355,singular,,,,true,6,19
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.Components.PolyphaseInductance,Examples,failed:ToDae,"unbalanced model: 2557 equations, 2547 unknowns (balance = 10)",3.564,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.ExampleUtilities.FieldWeakeningController,Examples,success,,0.296,46,1,24,2,53,ok,46,0,0,false,2,1
Modelica.Magnetic.QuasiStatic.FundamentalWave.Examples.ExampleUtilities.SpacePhasorLimiter,Examples,success,,0.269,1,0,0,0,1,ok,1,0,0,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPort,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.268,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPortElementary,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.241,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Interfaces.TwoPortExtended,Interfaces,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.256,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Losses.PermanentMagnetLosses,Component,success,,0.260,9,1,8,0,9,singular,,,,false,1,1
Modelica.Magnetic.QuasiStatic.FundamentalWave.Losses.StrayLoad,Component,failed:Flatten,"unsupported equation form: Connections.branch(plug_p.reference, plug_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.295,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticFluxSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.255,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticPotentialDifferenceSensor,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.253,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.MagneticPotentialSensor,Component,success,,0.257,5,0,7,0,0,singular,,,,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sensors.RotorDisplacementAngle,Component,failed:Flatten,"unsupported equation form: Connections.branch(voltageSensor.plugToPins_p.plugToPin_p[1].plug_p.reference, voltageSensor.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() o",0.448,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.ConstantFlux,Component,success,,0.305,11,1,16,0,3,singular,,,,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.ConstantMagneticPotentialDifference,Component,success,,0.341,10,1,16,0,3,singular,,,,false,2,5
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.SignalFlux,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.261,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Sources.SignalMagneticPotentialDifference,Component,failed:Flatten,"unsupported equation form: Connections.branch(port_p.reference, port_n.reference) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.259,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.Concept,Component,success,,0.246,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.Contact,Component,success,,0.244,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.References,Component,success,,0.234,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.UsersGuide.ReleaseNotes,Component,success,,0.258,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.CurrentController,Component,success,,0.290,22,0,9,0,10,singular,,,,false,2,6
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.MultiTerminalBox,Component,failed:Flatten,"unsupported equation form: Connections.branch(multiStar.plugToPins_p.plugToPin_p[1].plug_p.reference, multiStar.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connec",0.473,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.SwitchYD,Component,failed:Flatten,"unsupported equation form: Connections.branch(star.plugToPins_p.plugToPin_p[1].plug_p.reference, star.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.pote",1.739,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.SwitchedRheostat,Component,success,,1.595,757,4,867,8,138,singular,,,,true,6,8
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.TerminalBox,Component,failed:Flatten,"unsupported equation form: Connections.branch(star.plugToPins_p.plugToPin_p[1].plug_p.reference, star.plugToPins_p.plugToPin_p[1].pin_p.reference) is used but no Connections.root() or Connections.pote",0.457,,,,,,,,,,false,0,
Modelica.Magnetic.QuasiStatic.FundamentalWave.Utilities.VfController,Component,success,,0.268,3,0,0,1,6,singular,,,,false,1,5
Modelica.Math.FastFourierTransform.Examples.RealFFT1,Examples,success,,0.440,0,0,0,7,20,error:empty system: no equations or unknowns,,,,false,1,13
Modelica.Math.FastFourierTransform.Examples.RealFFT2,Examples,success,,0.427,0,0,0,6,19,error:empty system: no equations or unknowns,,,,false,1,13
Modelica.Math.Nonlinear.Examples.QuadratureLobatto3,Examples,success,,0.265,3,2,1,0,4,ok,3,0,0,false,0,4
Modelica.Math.Random.Examples.GenerateRandomNumbers,Examples,success,,0.346,0,0,0,9,14,error:empty system: no equations or unknowns,,,,false,1,11
Modelica.Mechanics.MultiBody.Examples.Constraints.PrismaticConstraint,Examples,success,,1.381,699,20,662,42,327,singular,,,,true,5,37
Modelica.Mechanics.MultiBody.Examples.Constraints.RevoluteConstraint,Examples,success,,1.381,657,19,623,36,318,singular,,,,true,5,32
Modelica.Mechanics.MultiBody.Examples.Constraints.SphericalConstraint,Examples,success,,1.387,645,17,614,36,321,singular,,,,true,5,36
Modelica.Mechanics.MultiBody.Examples.Constraints.UniversalConstraint,Examples,success,,1.507,749,26,710,40,351,singular,,,,true,5,33
Modelica.Mechanics.MultiBody.Examples.Elementary.DoublePendulum,Examples,success,,1.048,365,17,350,19,208,singular,,,,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.DoublePendulumInitTip,Examples,success,,1.079,416,20,388,25,221,singular,,,,true,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.ForceAndTorque,Examples,success,,1.217,428,11,408,27,197,singular,,,,true,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.FreeBody,Examples,success,,0.912,377,6,372,23,180,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.HeatLosses,Examples,success,,1.242,676,15,660,34,259,singular,,,,false,4,33
Modelica.Mechanics.MultiBody.Examples.Elementary.InitSpringConstant,Examples,success,,1.011,367,9,359,20,169,singular,,,,false,4,29
Modelica.Mechanics.MultiBody.Examples.Elementary.LineForceWithTwoMasses,Examples,success,,1.555,685,29,663,33,344,singular,,,,false,4,33
Modelica.Mechanics.MultiBody.Examples.Elementary.Pendulum,Examples,success,,0.822,259,7,252,12,96,singular,,,,false,4,28
Modelica.Mechanics.MultiBody.Examples.Elementary.PendulumWithSpringDamper,Examples,success,,0.906,400,9,393,20,148,singular,,,,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravity,Examples,success,,0.766,240,8,230,13,112,singular,,,,false,4,30
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses,Examples,success,,0.673,312,8,304,17,90,singular,,,,false,4,12
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2,Examples,success,,1.425,824,34,800,43,390,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.PointMass,Examples,success,,0.630,190,2,190,10,60,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.SystemWithStandardBodies,Examples,failed:ToDae,"unbalanced model: 2005 equations, 1840 unknowns (balance = 165)",4.187,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Elementary.PointGravityWithPointMasses2.SystemWithStandardBodies.PointMass,Examples,success,,0.767,209,4,206,11,85,singular,,,,false,4,29
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheel,Examples,success,,0.787,252,5,249,12,99,singular,,,,false,4,28
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheelSetDriving,Examples,success,,1.172,598,26,575,28,263,singular,,,,false,6,30
Modelica.Mechanics.MultiBody.Examples.Elementary.RollingWheelSetPulling,Examples,success,,1.531,613,26,589,31,280,singular,,,,false,6,38
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringDamperSystem,Examples,success,,1.013,510,10,502,26,199,singular,,,,false,4,32
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringMassSystem,Examples,success,,0.982,438,10,432,21,178,singular,,,,false,4,27
Modelica.Mechanics.MultiBody.Examples.Elementary.SpringWithMass,Examples,success,,0.777,265,6,258,15,106,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.Surfaces,Examples,success,,0.969,298,4,297,14,179,singular,,,,false,4,21
Modelica.Mechanics.MultiBody.Examples.Elementary.ThreeSprings,Examples,success,,0.914,453,4,450,25,174,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Elementary.UserDefinedGravityField,Examples,success,,0.859,258,7,252,13,107,singular,,,,false,4,28
Modelica.Mechanics.MultiBody.Examples.Loops.Engine1a,Examples,success,,1.643,670,39,639,39,507,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Loops.Engine1b,Examples,success,,1.717,700,40,670,42,531,singular,,,,false,4,31
Modelica.Mechanics.MultiBody.Examples.Loops.Engine1b_analytic,Examples,success,,2.029,751,36,718,50,564,singular,,,,true,6,34
Modelica.Mechanics.MultiBody.Examples.Loops.EngineV6,Examples,success,,12.778,3154,222,2980,206,3222,singular,,,,false,5,32
Modelica.Mechanics.MultiBody.Examples.Loops.EngineV6_analytic,Examples,success,,7.313,2463,83,2375,187,2023,singular,,,,true,8,34
Modelica.Mechanics.MultiBody.Examples.Loops.Fourbar1,Examples,success,,1.290,630,35,595,29,333,singular,,,,false,4,30
Modelica.Mechanics.MultiBody.Examples.Loops.Fourbar2,Examples,success,,1.434,612,16,596,29,256,singular,,,,false,4,32
Modelica.Mechanics.MultiBody.Examples.Loops.Fourbar_analytic,Examples,success,,1.511,479,21,452,28,260,singular,,,,true,5,33
Modelica.Mechanics.MultiBody.Examples.Loops.PlanarFourbar,Examples,success,,1.664,656,33,613,30,376,singular,,,,true,5,32
Modelica.Mechanics.MultiBody.Examples.Loops.PlanarLoops_analytic,Examples,success,,2.047,1176,40,1121,57,454,singular,,,,true,6,33
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.Cylinder,Examples,failed:ToDae,"unbalanced model: 2823 equations, 2457 unknowns (balance = 366)",9.612,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.CylinderBase,Examples,failed:ToDae,"unbalanced model: 2206 equations, 2005 unknowns (balance = 201)",6.125,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.Cylinder_analytic_CAD,Examples,failed:ToDae,"unbalanced model: 2291 equations, 2075 unknowns (balance = 216)",6.580,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.Engine1Base,Examples,success,,1.459,563,36,533,36,477,singular,,,,false,4,33
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.Engine1bBase,Examples,success,,1.458,574,37,543,37,483,singular,,,,false,4,33
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.EngineV6_analytic,Examples,failed:ToDae,"unbalanced model: 11140 equations, 9571 unknowns (balance = 1569)",38.817,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.EngineV6_analytic.Cylinder,Examples,failed:ToDae,"unbalanced model: 2291 equations, 2075 unknowns (balance = 216)",6.815,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Examples.Loops.Utilities.GasForce2,Examples,success,,0.250,11,1,10,1,6,singular,,,,false,1,0
Modelica.Mechanics.MultiBody.Examples.Rotational3DEffects.ActuatedDrive,Examples,success,,1.149,417,15,398,24,192,singular,,,,true,4,28
Modelica.Mechanics.MultiBody.Examples.Rotational3DEffects.BevelGear1D,Examples,success,,1.360,564,27,531,22,232,singular,,,,false,4,30
Modelica.Mechanics.MultiBody.Examples.Rotational3DEffects.GearConstraint,Examples,success,,1.287,484,23,460,28,281,singular,,,,true,4,30
Modelica.Mechanics.MultiBody.Examples.Rotational3DEffects.GyroscopicEffects,Examples,success,,1.722,652,32,624,35,458,singular,,,,false,4,37
Modelica.Mechanics.MultiBody.Examples.Rotational3DEffects.MovingActuatedDrive,Examples,success,,1.289,542,23,514,26,226,singular,,,,true,4,28
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.FullRobot,Examples,success,,3.121,2728,158,2456,141,1332,singular,,,,false,5,30
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.OneAxis,Examples,success,,0.876,422,22,378,24,145,singular,,,,false,5,5
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.AxisType1,Examples,success,,0.442,299,18,265,8,110,singular,,,,false,4,4
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.AxisType2,Examples,success,,0.427,287,16,255,8,101,singular,,,,false,4,4
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.Controller,Examples,success,,0.256,17,1,10,6,15,ok,17,0,0,false,1,0
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.GearType1,Examples,success,,0.325,39,4,35,6,24,singular,,,,false,2,4
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.GearType2,Examples,success,,0.327,27,2,25,6,17,singular,,,,false,2,4
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.MechanicalStructure,Examples,success,,1.155,689,54,643,52,632,singular,,,,false,4,25
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.Motor,Examples,success,,0.322,187,6,176,7,54,singular,,,,false,3,0
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.PathPlanning1,Examples,success,,0.665,47,2,38,65,25,singular,,,,false,2,1
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.PathPlanning6,Examples,success,,0.932,167,2,133,35,36,singular,,,,false,2,1
Modelica.Mechanics.MultiBody.Examples.Systems.RobotR3.Utilities.PathToAxisControlBus,Examples,success,,0.252,9,0,6,10,2,ok,9,0,0,false,1,0
Modelica.Mechanics.MultiBody.Forces.Damper,Component,success,,0.735,211,1,216,11,67,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Forces.Force,Component,success,,0.939,219,0,222,14,62,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Forces.ForceAndTorque,Component,success,,1.210,245,0,245,18,64,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Forces.Internal.BasicForce,Internal,success,,0.650,178,0,187,9,58,singular,,,,false,4,9
Modelica.Mechanics.MultiBody.Forces.Internal.BasicTorque,Internal,success,,0.654,178,0,187,9,58,singular,,,,false,4,9
Modelica.Mechanics.MultiBody.Forces.Internal.BasicWorldForce,Internal,success,,0.630,174,0,180,9,58,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Forces.Internal.BasicWorldTorque,Internal,success,,0.679,174,0,180,9,58,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Forces.Internal.ZeroForceAndTorque,Internal,success,,0.252,2,0,5,0,0,singular,,,,false,2,0
Modelica.Mechanics.MultiBody.Forces.LineForceWithMass,Component,success,,0.647,203,0,209,11,67,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Forces.LineForceWithTwoMasses,Component,success,,0.652,222,0,228,12,71,singular,,,,false,4,9
Modelica.Mechanics.MultiBody.Forces.Spring,Component,success,,0.936,233,0,236,13,79,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Forces.SpringDamperParallel,Component,success,,0.714,225,1,230,12,71,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Forces.SpringDamperSeries,Component,success,,0.746,225,1,230,12,72,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Forces.Torque,Component,success,,0.982,219,0,222,14,62,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Forces.WorldForce,Component,success,,1.034,197,0,197,13,61,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Forces.WorldForceAndTorque,Component,failed:ToDae,"unbalanced model: 824 equations, 821 unknowns (balance = 3)",1.246,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Forces.WorldTorque,Component,success,,0.980,197,0,197,13,61,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Icons.Surface,Icons,success,,0.244,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Mechanics.MultiBody.Interfaces.FlangeWithBearingAdaptor,Interfaces,success,,0.254,4,0,4,0,2,singular,,,,false,2,0
Modelica.Mechanics.MultiBody.Interfaces.LineForceBase,Interfaces,success,,0.651,176,0,184,9,60,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Interfaces.PartialAbsoluteSensor,Interfaces,success,,0.659,170,0,175,9,58,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialElementaryJoint,Interfaces,success,,0.665,170,0,180,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialForce,Interfaces,success,,0.662,173,0,181,9,57,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Interfaces.PartialLineForce,Interfaces,success,,0.656,180,0,187,9,60,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Interfaces.PartialOneFrame_a,Interfaces,success,,0.675,170,0,175,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialOneFrame_b,Interfaces,success,,0.674,170,0,175,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialRelativeSensor,Interfaces,success,,0.678,170,0,180,9,58,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialTwoFrames,Interfaces,success,,0.664,170,0,180,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialTwoFramesDoubleSize,Interfaces,success,,0.658,170,0,180,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.PartialVisualizer,Interfaces,success,,0.652,170,0,175,9,57,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Interfaces.ZeroPosition,Interfaces,success,,0.258,3,0,5,0,0,singular,,,,false,2,2
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointRRP,Component,failed:ToDae,"unbalanced model: 1462 equations, 1450 unknowns (balance = 12)",2.276,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointRRR,Component,failed:ToDae,"unbalanced model: 1470 equations, 1458 unknowns (balance = 12)",2.329,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointSSP,Component,failed:ToDae,"unbalanced model: 1238 equations, 1235 unknowns (balance = 3)",1.918,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointSSR,Component,failed:ToDae,"unbalanced model: 1249 equations, 1246 unknowns (balance = 3)",1.825,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointUPS,Component,success,,1.003,267,1,277,12,75,singular,,,,false,4,13
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointUSP,Component,success,,2.133,387,1,384,19,126,singular,,,,true,4,16
Modelica.Mechanics.MultiBody.Joints.Assemblies.JointUSR,Component,success,,2.119,393,2,388,19,124,singular,,,,true,4,21
Modelica.Mechanics.MultiBody.Joints.Constraints.Prismatic,Component,success,,0.671,193,2,195,10,63,singular,,,,false,4,13
Modelica.Mechanics.MultiBody.Joints.Constraints.Revolute,Component,success,,0.850,195,2,195,10,68,singular,,,,false,4,12
Modelica.Mechanics.MultiBody.Joints.Constraints.Spherical,Component,success,,0.671,192,2,194,10,64,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Joints.Constraints.Universal,Component,success,,0.669,184,2,184,10,64,singular,,,,false,4,12
Modelica.Mechanics.MultiBody.Joints.Cylindrical,Component,failed:ToDae,"unbalanced model: 863 equations, 854 unknowns (balance = 9)",1.340,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.FreeMotion,Component,success,,0.826,194,3,195,13,73,singular,,,,false,4,27
Modelica.Mechanics.MultiBody.Joints.FreeMotionScalarInit,Component,success,,0.649,185,0,191,10,67,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Joints.GearConstraint,Component,failed:ToDae,"unbalanced model: 979 equations, 946 unknowns (balance = 33)",1.816,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Internal.InitAngle,Internal,failed:Flatten,"unsupported equation form: Connections.branch(frame_a.R, frame_b.R) is used but no Connections.root() or Connections.potentialRoot() is declared; every subgraph needs a root (MLS §9.4)",0.292,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Internal.InitAngularVelocity,Internal,success,,0.269,1,0,0,0,0,singular,,,,false,0,4
Modelica.Mechanics.MultiBody.Joints.Internal.InitPosition,Internal,success,,0.245,1,0,0,0,0,singular,,,,false,0,1
Modelica.Mechanics.MultiBody.Joints.Internal.PrismaticWithLengthConstraint,Internal,success,,0.672,204,0,210,10,68,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Joints.Internal.RevoluteWithLengthConstraint,Internal,success,,0.678,210,1,214,10,67,singular,,,,false,4,18
Modelica.Mechanics.MultiBody.Joints.Internal.RollingConstraintVerticalWheel,Internal,success,,0.291,14,1,16,0,2,singular,,,,false,2,4
Modelica.Mechanics.MultiBody.Joints.Planar,Component,failed:ToDae,"unbalanced model: 1008 equations, 984 unknowns (balance = 24)",1.877,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Prismatic,Component,success,,0.722,202,2,206,10,68,singular,,,,false,4,9
Modelica.Mechanics.MultiBody.Joints.Revolute,Component,success,,0.715,207,3,209,10,67,singular,,,,false,4,14
Modelica.Mechanics.MultiBody.Joints.RevolutePlanarLoopConstraint,Component,success,,0.840,194,0,199,10,66,singular,,,,false,4,11
Modelica.Mechanics.MultiBody.Joints.RollingWheel,Component,success,,0.302,24,2,26,0,1,singular,,,,false,2,11
Modelica.Mechanics.MultiBody.Joints.RollingWheelSet,Component,failed:ToDae,"unbalanced model: 1681 equations, 1579 unknowns (balance = 102)",3.464,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.Spherical,Component,success,,0.769,196,0,202,10,74,singular,,,,false,4,23
Modelica.Mechanics.MultiBody.Joints.SphericalSpherical,Component,success,,0.642,222,0,228,12,70,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Joints.Universal,Component,failed:ToDae,"unbalanced model: 909 equations, 900 unknowns (balance = 9)",1.382,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Joints.UniversalSpherical,Component,success,,0.933,249,1,256,12,79,singular,,,,false,4,13
Modelica.Mechanics.MultiBody.Parts.BevelGear1D,Component,success,,0.614,182,0,185,9,62,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Parts.BevelGear1D.Housing,Component,success,,0.241,2,0,5,0,0,singular,,,,false,2,0
Modelica.Mechanics.MultiBody.Parts.Body,Component,success,,0.838,209,4,206,11,85,singular,,,,false,4,29
Modelica.Mechanics.MultiBody.Parts.BodyBox,Component,failed:ToDae,"unbalanced model: 844 equations, 826 unknowns (balance = 18)",1.489,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Parts.BodyCylinder,Component,failed:ToDae,"unbalanced model: 844 equations, 826 unknowns (balance = 18)",1.498,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Parts.BodyShape,Component,failed:ToDae,"unbalanced model: 879 equations, 861 unknowns (balance = 18)",1.473,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Parts.Fixed,Component,success,,0.762,186,0,188,10,68,singular,,,,false,4,8
Modelica.Mechanics.MultiBody.Parts.FixedRotation,Component,success,,0.819,188,0,193,10,79,singular,,,,false,4,21
Modelica.Mechanics.MultiBody.Parts.FixedTranslation,Component,success,,0.677,187,0,193,10,68,singular,,,,false,4,9
Modelica.Mechanics.MultiBody.Parts.Mounting1D,Component,success,,0.663,180,0,183,9,59,singular,,,,false,4,7
Modelica.Mechanics.MultiBody.Parts.Mounting1D.Housing,Component,success,,0.249,2,0,5,0,0,singular,,,,false,2,0
Modelica.Mechanics.MultiBody.Parts.PointMass,Component,success,,0.686,190,2,190,10,60,singular,,,,false,4,10
Modelica.Mechanics.MultiBody.Parts.RollingWheel,Component,failed:ToDae,"unbalanced model: 873 equations, 864 unknowns (balance = 9)",1.157,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Parts.RollingWheelSet,Component,failed:ToDae,"unbalanced model: 1819 equations, 1657 unknowns (balance = 162)",4.806,,,,,,,,,,false,0,
Modelica.Mechanics.MultiBody.Parts.Rotor1D,Component,success,,1.267,228,7,221,11,77,singular,,,,false,4,14
Modelica.Mechanics.MultiBody.Parts.Rotor1D.RotorWith3DEffects,Component,success,,0.804,193,3,193,10,67,singular,,,,false,4,14
Modelica.Mechanics.MultiBody.Sensors.AbsoluteAngles,Component,success,,0.300,3,0,5,0,2,singular,,,,false,2,8
Modelica.Mechanics.MultiBody.Sensors.AbsoluteAngularVelocity,Component,success,,0.287,19,0,20,0,2,singular,,,,false,3,3
